StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q3.3,Q3.4,Q3.5,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3,Q4.4,Q4.5,Q5.1,Q5.2,Q5.3,Q5.4,Q48
2019-12-07 13:50:46,2019-12-07 13:52:44,IP Address,213.205.240.2,100,117,True,2019-12-07 13:52:44,R_1gB05SOQnaN57Db,,,,,51.5160980224609375,0.0583953857421875,anonymous,EN,6.322,38.097,38.911,18,Junior,Emotional,B+(3.25-3.5),,,,,,,,3.425,11.482,12.504,13,Freshman,Logical,B+(3.25-3.5),Female,Graduates,Emotional,B+(3.25-3.5),
2019-12-07 13:52:23,2019-12-07 13:53:52,IP Address,134.53.89.201,100,89,True,2019-12-07 13:53:53,R_2cvHQMZtgSqLTRt,,,,,39.5106964111328125,-84.74269866943359375,anonymous,EN,0.84,14.153,14.732,15,Junior,Logical,A-(3.5-3.75),21.457,32.321,33.626,13,Senior,Logical,B+(3.25-3.5),,,,,,,,Male,Sophomore,Logical,A(3.75-4.0),
2019-12-07 13:53:24,2019-12-07 13:54:14,IP Address,12.159.84.13,100,49,True,2019-12-07 13:54:14,R_1LbuVJZZZq4TwQ2,,,,,39.1396942138671875,-86.51409912109375,anonymous,EN,3.25,18.568,19.443,11,Junior,Logical,A(3.75-4.0),,,,,,,,0.549,10.17,10.194,11,Senior,Logical,A(3.75-4.0),Female,Sophomore,Emotional,A(3.75-4.0),
2019-12-07 13:53:27,2019-12-07 13:55:11,IP Address,82.132.222.222,100,103,True,2019-12-07 13:55:11,R_2CB93P4ocnX89Kx,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,1.464,22.838,24.15,14,Graduates,Logical,B+(3.25-3.5),7.179,29.022,29.745,13,Senior,Logical,B(3.0-3.25),,,,,,,,Female,Graduates,Logical,B(3.0-3.25),
2019-12-07 13:51:58,2019-12-07 13:56:18,IP Address,174.219.30.16,100,260,True,2019-12-07 13:56:18,R_ABRkGURdslXPl4t,,,,,43.476593017578125,-96.7052001953125,anonymous,EN,2.61,32.129,32.978,18,Junior,Logical,A(3.75-4.0),2.059,23.269,24.606,17,Freshman,Emotional,B+(3.25-3.5),,,,,,,,Male,Other,Prefer not to say,A-(3.5-3.75),See what effect appearance has on first impressions
2019-12-07 13:56:38,2019-12-07 13:57:32,IP Address,24.218.75.174,100,54,True,2019-12-07 13:57:32,R_Dk28360CE9g5Mg9,,,,,42.246307373046875,-70.99720001220703125,anonymous,EN,0.734,21.955,22.697,17,Junior,Emotional,B(3.0-3.25),,,,,,,,0.688,14.087,14.865,13,Junior,Logical,A-(3.5-3.75),Male,Graduates,Logical,A-(3.5-3.75),
2019-12-07 14:02:47,2019-12-07 14:04:22,IP Address,73.238.198.164,100,94,True,2019-12-07 14:04:22,R_1QDy9bPqeuO7cH9,,,,,42.246307373046875,-70.99720001220703125,anonymous,EN,0.981,25.076,25.947,14,Graduates,Logical,B+(3.25-3.5),,,,,,,,2.537,12.278,13.761,13,Graduates,Logical,B+(3.25-3.5),Male,Senior,Logical,B-(2.75-3.0),
2019-12-07 14:04:10,2019-12-07 14:05:24,IP Address,70.185.156.81,100,73,True,2019-12-07 14:05:24,R_2Cq3KUXPd7KegNf,,,,,34.4264984130859375,-119.86309814453125,anonymous,EN,4.011,19.042,19.875,14,Freshman,Emotional,A-(3.5-3.75),1.643,7.617,8.763,8,Freshman,Logical,A-(3.5-3.75),,,,,,,,Male,Senior,Prefer not to say,A-(3.5-3.75),Psychology? Data Analysis?
2019-12-07 14:13:46,2019-12-07 14:14:27,IP Address,68.226.88.60,100,40,True,2019-12-07 14:14:27,R_ZgkuQDwB8hKVSgN,,,,,41.8307037353515625,-71.39820098876953125,anonymous,EN,1.835,16.076,17.817,12,Junior,Emotional,A-(3.5-3.75),,,,,,,,0.318,5.399,6.356,11,Senior,Logical,A(3.75-4.0),Prefer not to say,Graduates,Emotional,A-(3.5-3.75),
2019-12-07 14:22:45,2019-12-07 14:24:58,IP Address,205.237.180.193,100,132,True,2019-12-07 14:24:58,R_2VPZp8JFpObNFmU,,,,,42.0514068603515625,-93.69080352783203125,anonymous,EN,4.644,36.112,36.554,16,Senior,Logical,B+(3.25-3.5),,,,,,,,2.084,15.36,16.067,13,Sophomore,Logical,A-(3.5-3.75),Male,PhD,Logical,A(3.75-4.0),"Effect of looking(wearing glasses, hair style) on perception of grade"
2019-12-07 15:00:01,2019-12-07 15:01:06,IP Address,69.5.152.65,100,65,True,2019-12-07 15:01:07,R_2tycgHXrwllhDjQ,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,2.006,23.228,24.255,16,Senior,Logical,A-(3.5-3.75),0.763,12.027,12.749,10,Sophomore,Emotional,B(3.0-3.25),,,,,,,,Male,Senior,Emotional,C+(2.5-2.75),
2019-12-07 15:06:29,2019-12-07 15:08:07,IP Address,69.5.145.161,100,98,True,2019-12-07 15:08:08,R_XmPtqVnT1EYbDLX,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,3.699,29.125,29.895,11,Junior,Logical,B(3.0-3.25),1.952,12.964,13.741,9,Sophomore,Emotional,A-(3.5-3.75),,,,,,,,Male,Senior,Emotional,B(3.0-3.25),Fun?
2019-12-07 15:03:46,2019-12-07 15:08:08,IP Address,65.26.255.73,100,262,True,2019-12-07 15:08:09,R_32XfIGZmwRSAx1z,,,,,42.9409942626953125,-88.05030059814453125,anonymous,EN,3.837,37.835,38.814,12,Graduates,Emotional,A(3.75-4.0),,,,,,,,4.186,14.293,15.62,8,Graduates,Logical,A(3.75-4.0),Male,Graduates,Logical,A(3.75-4.0),"To study the correlation between a person's appearance feature (highly likely, wearing glasses) and its impression."
2019-12-07 15:07:52,2019-12-07 15:09:36,IP Address,104.145.100.48,100,104,True,2019-12-07 15:09:37,R_0pN2Q9bMYNLoBbj,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,1.38,33.197,34.155,26,PhD,Logical,A-(3.5-3.75),,,,,,,,0.905,45.425,46.065,26,PhD,Logical,A-(3.5-3.75),Male,Junior,Emotional,B(3.0-3.25),
2019-12-07 15:10:25,2019-12-07 15:12:07,IP Address,69.5.150.129,100,101,True,2019-12-07 15:12:07,R_D7OLg2VFd5KOBP3,,,,,42.0514068603515625,-93.69080352783203125,anonymous,EN,2.835,24.489,25.271,9,Graduates,Logical,A-(3.5-3.75),1.008,26.38,27.277,19,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Female,Senior,Prefer not to say,B(3.0-3.25),
2019-12-07 15:22:41,2019-12-07 15:23:43,IP Address,104.145.100.48,100,62,True,2019-12-07 15:23:44,R_RCgbKHYMqy5mVj3,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,0.821,20.414,21.801,18,Junior,Logical,B(3.0-3.25),,,,,,,,0.847,10.541,12.135,14,Graduates,Logical,B+(3.25-3.5),Male,Junior,Logical,B+(3.25-3.5),
2019-12-07 15:31:20,2019-12-07 15:32:03,IP Address,97.125.206.51,100,42,True,2019-12-07 15:32:03,R_2eaQUFr7DaSgtbR,,,,,41.702606201171875,-93.783203125,anonymous,EN,0.872,14.63,15.451,13,Graduates,,A(3.75-4.0),0.283,6.414,7.207,9,Junior,Logical,A-(3.5-3.75),,,,,,,,Male,Senior,Prefer not to say,A-(3.5-3.75),
2019-12-07 15:31:42,2019-12-07 15:32:25,IP Address,129.186.253.102,100,43,True,2019-12-07 15:32:26,R_TcnMCArsWUkHerT,,,,,42.0359954833984375,-93.46520233154296875,anonymous,EN,3.197,15.786,16.648,10,Graduates,Logical,A(3.75-4.0),,,,,,,,0.398,7.776,8.444,8,Senior,Logical,A(3.75-4.0),Female,Senior,Logical,A-(3.5-3.75),
2019-12-07 15:36:16,2019-12-07 15:37:14,IP Address,107.77.206.127,100,57,True,2019-12-07 15:37:14,R_vTB9kwqxaMDBLqh,,,,,38.714202880859375,-90.27590179443359375,anonymous,EN,4.843,21.65,22.382,11,Graduates,Emotional,A(3.75-4.0),1.349,9.223,10.683,8,Senior,Emotional,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,A-(3.5-3.75),
2019-12-07 15:38:50,2019-12-07 15:39:58,IP Address,104.145.100.24,100,67,True,2019-12-07 15:39:58,R_2CTABqiWCXFPDKN,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,2.473,27.678,28.363,16,Graduates,Logical,A-(3.5-3.75),3.621,18.407,19.264,13,Junior,Emotional,A-(3.5-3.75),,,,,,,,Female,Senior,Emotional,A-(3.5-3.75),
2019-12-07 16:02:23,2019-12-07 16:04:45,IP Address,42.191.240.133,100,142,True,2019-12-07 16:04:45,R_25QNanArc9lKLYX,,,,,3.0832977294921875,101.649993896484375,anonymous,EN,1.938,59.737,60.566,19,Graduates,Logical,A-(3.5-3.75),,,,,,,,0.667,24.756,25.505,16,Senior,Logical,A(3.75-4.0),Male,Graduates,Logical,A(3.75-4.0),
2019-12-07 16:35:43,2019-12-07 16:41:22,IP Address,24.16.37.233,100,339,True,2019-12-07 16:41:22,R_BJS0ezFDcjY0c9z,,,,,47.8022003173828125,-122.2859954833984375,anonymous,EN,4.592,50.184,55.04,9,Sophomore,Logical,A-(3.5-3.75),,,,,,,,3.724,12.858,14.421,4,Junior,Logical,A(3.75-4.0),Male,Junior,Logical,B(3.0-3.25),"The affect suit and tie on the first impression of students of different gender, school year, personality, and grades"
2019-12-07 16:57:02,2019-12-07 16:58:08,IP Address,66.253.130.131,100,66,True,2019-12-07 16:58:09,R_3JsHkcmFX85UZ4k,,,,,40.11199951171875,-88.23650360107421875,anonymous,EN,1.145,16.958,17.801,12,Sophomore,Logical,A-(3.5-3.75),0.935,12.156,12.799,13,Sophomore,Logical,B(3.0-3.25),,,,,,,,Male,Graduates,Logical,B(3.0-3.25),Peoples intelligence based on facial structure?
2019-12-07 13:39:45,2019-12-07 17:08:36,IP Address,142.79.201.133,100,12530,True,2019-12-07 17:08:36,R_yqEzHjGUCCV5Jv3,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,3.023,4.357,6.131,3,,,,0.583,3.818,5.897,2,,,,,,,,,,,,,,,
2019-12-07 18:16:14,2019-12-07 18:17:13,IP Address,69.5.145.161,100,58,True,2019-12-07 18:17:13,R_1ocDiD48l8VRpZi,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,6.6,22.124,23.842,12,Graduates,Logical,A-(3.5-3.75),,,,,,,,2.153,10.27,11.426,8,Senior,Logical,A(3.75-4.0),Female,Junior,Prefer not to say,B+(3.25-3.5),
2019-12-07 18:44:21,2019-12-07 18:45:47,IP Address,104.32.161.14,100,85,True,2019-12-07 18:45:47,R_1pmnl6NdUYIYeG7,,,,,34.032196044921875,-118.283599853515625,anonymous,EN,3.233,25.716,26.725,10,Freshman,Logical,A-(3.5-3.75),2.202,19.219,20.378,12,Junior,Emotional,A-(3.5-3.75),,,,,,,,Male,Graduates,Prefer not to say,B+(3.25-3.5),
2019-12-07 19:20:05,2019-12-07 19:21:32,IP Address,142.79.194.194,100,86,True,2019-12-07 19:21:32,R_r0VSxDcHDaBlE0p,,,,,42.3426971435546875,-71.09220123291015625,anonymous,EN,7.49,36.475,37.404,16,Graduates,Emotional,A-(3.5-3.75),,,,,,,,2.625,15.303,16.525,11,Graduates,Logical,A(3.75-4.0),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-07 19:20:45,2019-12-07 19:36:45,IP Address,174.217.15.16,100,960,True,2019-12-07 19:36:46,R_3gN7c3xSFcwT5RU,,,,,41.2324066162109375,-95.87509918212890625,anonymous,EN,5.969,54.633,55.621,17,Senior,Logical,A(3.75-4.0),1.88,25.338,26.948,12,Senior,Emotional,B+(3.25-3.5),,,,,,,,Female,Senior,Emotional,B(3.0-3.25),
2019-12-07 20:02:14,2019-12-07 20:02:54,IP Address,73.16.16.19,100,39,True,2019-12-07 20:02:54,R_qIxgOBZTyNibq1j,,,,,42.3513031005859375,-71.13700103759765625,anonymous,EN,2.12,12.19,14.191,8,PhD,Emotional,Below C-(<2.0),,,,,,,,0.358,5.964,6.661,8,PhD,Emotional,C-(2.0-2.25),Prefer not to say,PhD,Logical,A(3.75-4.0),
2019-12-07 22:15:03,2019-12-07 22:16:22,IP Address,114.253.250.134,100,78,True,2019-12-07 22:16:22,R_1DChKQ63L8kGHwQ,,,,,39.928802490234375,116.388885498046875,anonymous,EN,1.639,28.628,29.466,12,Junior,Logical,A-(3.5-3.75),2.119,20.771,21.468,13,Sophomore,Logical,B(3.0-3.25),,,,,,,,Male,Junior,Logical,A(3.75-4.0),
2019-12-08 01:05:34,2019-12-08 01:06:18,IP Address,117.62.154.206,100,43,True,2019-12-08 01:06:18,R_3KUEWbZqs4QJP2n,,,,,32.06170654296875,118.777801513671875,anonymous,EN,0.583,5.86,6.512,11,Sophomore,Logical,A-(3.5-3.75),0.333,5.777,6.394,11,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Male,Other,Prefer not to say,A-(3.5-3.75),
2019-12-07 15:19:46,2019-12-08 01:49:28,IP Address,69.5.145.161,100,37781,True,2019-12-08 01:49:28,R_1imtIHDZ8O6Mfkw,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,6.105,28.06,29.11,8,Graduates,Logical,B+(3.25-3.5),,,,,,,,5.022,17.15,17.981,9,Senior,Emotional,B(3.0-3.25),Female,Junior,Emotional,B(3.0-3.25),
2019-12-08 03:50:34,2019-12-08 03:51:14,IP Address,180.120.47.56,100,39,True,2019-12-08 03:51:14,R_bE18OfJTbWvSWWJ,,,,,31.7736053466796875,119.954010009765625,anonymous,EN,0.623,7.262,9.826,16,Freshman,Logical,A(3.75-4.0),0.013,5.088,5.889,12,Senior,Logical,C(2.25-2.5),,,,,,,,Prefer not to say,Sophomore,Logical,A(3.75-4.0),
2019-12-09 05:34:26,2019-12-09 05:36:32,IP Address,71.232.23.197,100,126,True,2019-12-09 05:36:32,R_3qVFnr2fzfhF7uC,,,,,42.3473968505859375,-71.158203125,anonymous,EN,4.15,52.637,53.419,22,Graduates,Logical,B+(3.25-3.5),,,,,,,,2.61,40.913,41.446,15,Freshman,Emotional,B+(3.25-3.5),Female,Graduates,Logical,A-(3.5-3.75),
2019-12-09 12:27:54,2019-12-09 12:28:55,IP Address,107.77.173.5,100,61,True,2019-12-09 12:28:56,R_1kUqrgZSMco4CuZ,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,1.092,25.767,26.548,14,Sophomore,Logical,A-(3.5-3.75),0.68,13.395,14.328,11,Freshman,Emotional,B+(3.25-3.5),,,,,,,,Male,Junior,Logical,A-(3.5-3.75),
